Year,Month,DayPeriod,Type,Operator,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity
1949,Jan,Afternoon,Lockheed L-749 / Cessna 140,Pan American World Airways,Land,North America,United States,Unknown,Unknown,New York,External,Unknown,No,Unknown,35,0,2,Partial Survived
1930,Dec,Unknown,Loening C-W Air Yaht,China National Aviation Corporation,Land,Asia,China,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,4,Partial Survived
1968,Jun,Afternoon,Piaggio PD-808,Rinaldo Piaggio,Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,6,None Survived
1989,Sep,Night,Beech King Air B100,Wehite Cap Aviation,Land,North America,United States,Unknown,Unknown,Kentucky,Weather,Fog,No,Unknown,6,0,6,None Survived
1951,Jan,Afternoon,Savoia Marchetti SM-95,Alitalia,Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,14,Partial Survived
1950,Mar,Afternoon,Avro 689 Tudor 5,Fairflight Ltd.,Land,Europe,Wales,Unknown,Unknown,Cardiff,Unknown,Unknown,No,Landing,83,0,80,Partial Survived
1955,Jan,Afternoon,Convair CV-340,United Air Lines,Land,North America,United States,Unknown,Unknown,Iowa,Unknown,Unknown,No,Landing,39,0,0,All Survived
1978,Sep,Afternoon,Fokker F-27 Friendship 200,Military - Philippine Air Force,Land,Asia,Philippines,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,28,12,21,Partial Survived
1938,Mar,Unknown,Dewoitine D-338,Air France,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,8,0,8,None Survived
1997,Sep,Evening,Tupolev TU-154M / C-141 Starlifter,Military - Luftwaffe / Military - USAF,Land,Unknown,Unknown,Unknown,Unknown,Africa,External,Unknown,No,En Route,33,0,33,None Survived
1973,May,Unknown,Douglas DC-3,Air Gaspé,Land,North America,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,4,0,4,None Survived
1935,Oct,Unknown,Junkers F-13,Aero O-Y,Watery,Europe,Finland,Gulf,Gulf,Unknown,Weather,Fog,No,Unknown,6,0,6,None Survived
1959,Aug,Unknown,Douglas DC-3,Transair,Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,32,0,32,None Survived
1996,Jun,Evening,Harbin Yunshuji Y-12-II,China Flying Dragon Aviation (Feilong Airlines),Land,Asia,China,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,12,0,2,Partial Survived
1966,Nov,Night,Cessna 205A,Chester Airport,Land,North America,United States,Unknown,Unknown,New York,Weather,Unknown,No,Unknown,3,0,3,None Survived
1970,Aug,Unknown,Boeing Vertol CH47B (helicopter),Military - U.S. Army,Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,External,Unknown,No,Unknown,32,0,30,Partial Survived
1985,Jul,Night,Tupolev TU-154B-2,Aeroflot,Land,Europe,Soviet Union,Unknown,Unknown,Uzbekistan,Unknown,Unknown,No,Unknown,200,0,200,None Survived
1980,Jul,Unknown,Embraer 110P1 Bandeirante,IMSS,Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,13,None Survived
1977,Sep,Morning,Helo 295,Wright Air Service - Air Taxi,Watery,North America,United States,Gulf,"Minto Lake,",Alaska,Unknown,Unknown,No,En Route,3,0,3,None Survived
1980,Nov,Unknown,Britten-Norman BN-2A Trislander,Provincial Air Services,Land,Oceania,Papua New Guinea,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1982,Dec,Night,Piper PA-32-260,Air Taxi - Basco Flying Service Inc.,Land,North America,United States,Unknown,Unknown,Pennsylvania,Unknown,Unknown,No,Landing,5,0,3,Partial Survived
1979,Mar,Afternoon,Beech BE-70,Universal Airways,Watery,North America,United States,Gulf,"Gulfport,",Mississippi,Weather,Rain,No,Takeoff,8,0,8,None Survived
2007,Feb,Night,Beechcraft Super King Air B200,Metro Aviation,Land,North America,United States,Unknown,Unknown,Montana,Weather,Rain,No,Landing,3,0,3,None Survived
1997,Dec,Unknown,Antonov An-72,Renan Airways,Watery,Unknown,Unknown,Ocean,"Atlantiocean,",Unknown,External,Unknown,No,En Route,5,0,5,None Survived
1941,Aug,Unknown,Lockheed 18 LodeStar,Panair do Brasil,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,12,0,8,Partial Survived
1981,Jul,Unknown,McDonnell Douglas DC-9-32,Aeromexico,Land,North America,Mexico,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Landing,66,0,30,Partial Survived
1984,Aug,Unknown,Boeing B-737-2H7C,Cameroon Airlines,Land,Africa,Cameroon,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,116,0,2,Partial Survived
1928,May,Unknown,Junkers F-13,Deutsche Lufthansa,Land,Europe,Germany,Unknown,Unknown,Unknown,Human Error,Unknown,No,Unknown,5,0,3,Partial Survived
1977,Mar,Unknown,Yakovlev YAK-40,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,27,0,8,Partial Survived
1944,Nov,Unknown,Lockheed 18 LodeStar,BOAC,Land,Africa,Kenya,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,15,0,15,None Survived
2007,May,Morning,Let 410UVP,Safe Air Complany,Land,Africa,Congo,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1994,Jul,Afternoon,Aerospatiale AS350D,Air Taxi - Papillion Helicopters Ltd.,Land,North America,United States,Unknown,Unknown,Hawaii,Weather,Rain,No,Landing,7,0,3,Partial Survived
2002,Oct,Morning,Learjet 60,American Virginia,Land,South America,Brazil,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,5,0,1,Partial Survived
1987,May,Unknown,Cessna 501 Citation,Travel Air Flug,Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,2,Partial Survived
1948,Jan,Unknown,Vickers 610 Viking 1B,British European Airways,Land,Europe,England,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,18,0,1,Partial Survived
1920,Sep,Unknown,Junkers F-13,US Aerial Mail Service,Land,North America,United States,Unknown,Unknown,Ohio,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1968,Oct,Night,de Havilland DH-104,Catalina - Vega - Air Taxi,Land,North America,United States,Unknown,Unknown,Nevada,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1947,Oct,Afternoon,Douglas DC-4A,Pan American World Airways,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Landing,18,0,18,None Survived
1936,Nov,Unknown,Fokker F-XII,British Airways,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,2,Partial Survived
1993,Jan,Morning,Douglas C-47A,Central Mountain Air Services,Land,North America,Canada,Unknown,Unknown,British Colombia,Unknown,Unknown,No,Takeoff,2,0,2,None Survived
1950,Jun,Night,Douglas DC-4-1009,Air France,Land,Asia,Bahrain,Unknown,Unknown,Unknown,Human Error,Rain,No,Landing,52,0,46,Partial Survived
1967,Feb,Morning,Antonov AN-12,Cubana de Aviacion,Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived
1994,Aug,Evening,de Havilland DHC-2,Air Taxi - Talon Air Services Inc.,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Rain,No,Unknown,3,0,3,None Survived
1972,Jul,Unknown,Sikorsky CH-53D (helicopter),Military - U.S. Marine Corps,Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,External,Unknown,No,Unknown,67,0,52,Partial Survived
1999,Dec,Morning,Piper PA-31-350,Charter - Flightline Charter Services,Land,Africa,South Africa,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Takeoff,9,0,9,None Survived
1953,Mar,Night,Convair RB-36H,Military - U.S. Air Force,Land,Unknown,Unknown,Unknown,Unknown,Newfoundland,Unknown,Unknown,No,Unknown,23,0,23,None Survived
1976,Aug,Unknown,Boeing 707-373,Korean Airlines,Land,Asia,Iran,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,5,0,5,None Survived
2000,May,Evening,Rockwell Sabreliner 65,Price Aircraft Company,Land,North America,United States,Unknown,Unknown,Hawaii,Weather,Rain,No,Landing,6,0,6,None Survived
2004,Oct,Afternoon,Pilatus Britten-Norman BN-2A-21 Islander,PacifiAir,Land,Asia,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,2,0,2,None Survived
1927,Dec,Unknown,Latécoère 23,Latecoere Airlines,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1994,Sep,Afternoon,de Havilland Canada DHC-6 Twin Otter 300,Aerocontroctors - Charter,Land,Africa,Nigeria,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,5,0,3,Partial Survived
1979,Dec,Unknown,Martin 404,CAMBA,Land,South America,Bolivia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,11,0,10,Partial Survived
1973,Sep,Morning,Gates Lear 25,Lisa Jet Inc. - Air Taxi,Land,North America,United States,Unknown,Unknown,Nebraska,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1960,Dec,Afternoon,Convair C-131D (CV-340-79),Military - U.S. Air Force,Land,Unknown,Unknown,Unknown,Unknown,West Germany,Unknown,Unknown,No,Takeoff,20,31,20,None Survived
1930,Nov,Unknown,Junkers G-24,Syndicato Condor,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,1,Partial Survived
1994,Jul,Unknown,Sikorsky S-58ET,Airfast Services,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,18,None Survived
1982,Jul,Afternoon,Cessna A185F,Air Taxi,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1968,Nov,Morning,Aero Commander 680-E,Barrow Air Service - Air Taxi,Land,North America,United States,Unknown,Unknown,Alaska,Mechanical,Unknown,No,Unknown,8,0,7,Partial Survived
1924,Jun,Unknown,Junkers F-13,SCADTA,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1961,Dec,Unknown,Boeing 720-030B,Lufthansa,Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,3,0,3,None Survived
1983,Dec,Unknown,Antonov AN-24,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,49,0,44,Partial Survived
1957,Jul,Night,Lockheed 1049C Super Constellation,KLM Royal Dutch Airlines,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Clear,No,Unknown,68,0,58,Partial Survived
1962,Mar,Evening,Fairchild F-27,Turkish Airlines (THY),Land,Europe,Turkey,Unknown,Unknown,Unknown,Weather,Unknown,No,En Route,11,0,11,None Survived
1959,Apr,Unknown,Curtiss C-46F-1-CU,Tigres Voladores,Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,26,0,26,None Survived
1937,Aug,Unknown,Sikorsky S-43,Pan American Grace Airways,Land,North America,Panama,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,14,0,14,None Survived
1971,Oct,Unknown,Tupolev TU-104B,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,20,0,20,None Survived
1994,Feb,Morning,Antonov AN-12V,North Western Air Transport,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,13,0,13,None Survived
1943,Aug,Morning,Douglas C-47-DL,Military - U.S. Air Force,Land,Oceania,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,27,0,27,None Survived
1997,Apr,Morning,British Aerospace ATP,Merpati Nusantara Airlines,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,53,0,15,Partial Survived
1989,Nov,Morning,Fokker F-28 Fellowship 4000,Korean Airlines,Land,Asia,South Korea,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,52,0,1,Partial Survived
1999,Sep,Morning,Piper PA-32-260,Air Taxi - New England Airlines,Land,North America,United States,Unknown,Unknown,Rhode Island,Weather,Rain,No,Unknown,5,0,3,Partial Survived
1969,Apr,Afternoon,de Havilland DHC-2,Simpson Air Service - Air Taxi,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,9,0,9,None Survived
2004,Oct,Afternoon,Antonov AN-12,Sarit Airlines,Land,Africa,Sudan,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,4,0,4,None Survived
1965,Jul,Afternoon,Handley Page Hastings C Mark 1,Military -Royal Air Force,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,41,0,41,None Survived
1984,Aug,Unknown,Fokker F-27 Friendship 600,Bangladesh Biman,Land,Asia,Bangladesh,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,49,0,49,None Survived
1954,Aug,Afternoon,Douglas DC-2,Alaska Airlines,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1972,Oct,Unknown,Britten-Norman BN-2A-6 Islander,Air Melanesie,Land,Oceania,Vanuatu,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,8,0,1,Partial Survived
1997,Oct,Morning,Cessna 208B Caravan I,SceniAirlines,Land,North America,United States,Unknown,Unknown,Colorado,Weather,Rain,No,Unknown,9,0,9,None Survived
1928,Dec,Morning,Ford 4-AT-B Tri Motor,Sunbeam Air Transport Co.,Land,North America,United States,Unknown,Unknown,Texas,Unknown,Unknown,No,En Route,5,0,5,None Survived
1973,Sep,Night,McDonnell Douglas DC-8-63F,World Airways,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Fog,No,Unknown,6,0,6,None Survived
1955,Jan,Unknown,Consolidated PBY-5 Catalina,Interamericana de Aviacion,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,5,0,5,None Survived
1990,Jun,Afternoon,Cessna 207A,Air Taxi - Trail Lake Flying Service Inc.,Watery,North America,United States,Gulf,"Aialak Bay,",Alaska,Weather,Rain,No,Unknown,5,0,5,None Survived
2001,Feb,Evening,Swearingen SA.227AT Merlin IVC,Northern Illinois Flight Center,Land,North America,United States,Unknown,Unknown,Minnesota,Weather,Clear,No,Landing,6,0,2,Partial Survived
1918,Dec,Unknown,De Havilland DH-4,US Aerial Mail Service,Land,North America,United States,Unknown,Unknown,New Jersey,Unknown,Unknown,No,Unknown,1,0,1,None Survived
1986,Oct,Evening,Tupolev TU-134A,Government of Mozambique,Land,Africa,South Africa,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,44,0,34,Partial Survived
1945,Dec,Afternoon,Consolidated LB-30A Liberator,Military -Royal Air Force,Land,Europe,France,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Unknown,28,0,28,None Survived
2000,Oct,Afternoon,Harbin Yunshuji Y-12-II,Lao Aviation,Land,Asia,Laos,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,17,0,8,Partial Survived
1970,Apr,Morning,Aerospatiale Caravelle 3,Royal Air Maroc,Land,Africa,Morocco,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,82,0,61,Partial Survived
1992,Oct,Morning,Piper PA-42,Air Taxi - Alpine Aviation,Land,North America,United States,Unknown,Unknown,Colorado,Weather,Rain,No,Takeoff,3,0,3,None Survived
1946,Nov,Morning,Douglas DC-3 (C-47A-90-DL),Lineas Aéreas Costarricenses  LACSA,Land,North America,Costa Rica,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,22,0,22,None Survived
1935,Oct,Night,Boeing 247D,United Air Lines,Land,North America,United States,Unknown,Unknown,Wyoming,Unknown,Unknown,No,Unknown,12,0,12,None Survived
1996,Apr,Afternoon,Ilyushin IL-76TD,Krasnoyarskie Avialinii,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,20,0,20,None Survived
1964,Dec,Unknown,Fairchild C-123,Military - Vietnamese Air Force,Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Unknown,Unknown,No,Unknown,38,0,38,None Survived
1994,Sep,Morning,Antonov AN-8,Arsenyev Aviation Production Association,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,20,0,8,Partial Survived
1978,Oct,Unknown,Cessna 402,Taxi Aéreo Kovacs,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,9,None Survived
1974,Oct,Evening,Cessna 172M,Deming Flying Service - Air Taxi,Land,North America,United States,Unknown,Unknown,Arizona,Weather,Thunderstorm,No,Unknown,2,0,2,None Survived
1938,Oct,Unknown,Dornier DO.18,Deutsche Lufthansa,Land,Africa,Gambia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1973,Oct,Morning,Cessna 401A,Jack N. Boswick - Air Taxi,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Takeoff,7,0,2,Partial Survived
1962,May,Unknown,Douglas DC-3,United Arab Airlines,Land,Africa,Egypt,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1987,Feb,Unknown,Embraer 110P2 Bandeirante,Talair,Land,Unknown,Unknown,Unknown,Unknown,New Guinea,Weather,Unknown,No,Unknown,17,0,14,Partial Survived
2002,Dec,Afternoon,Let 410UVP,Ocean Airlines,Land,Unknown,Unknown,Unknown,Unknown,Comoros Islands,Weather,Unknown,No,Landing,16,0,1,Partial Survived
1968,Aug,Afternoon,Vickers Viscount 739A,British Eagle International Airlines,Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,48,0,48,None Survived
1934,Dec,Morning,Lockheed Vega 5C,Braniff Airlines,Land,North America,United States,Unknown,Unknown,Missouri,Unknown,Unknown,No,Unknown,1,0,1,None Survived
1985,Jul,Evening,Douglas DC-6B,Fuerza Aérea Colombiana,Land,South America,Colombia,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,80,0,80,None Survived
2008,Aug,Morning,Fokker F-27 Friendship 500,Fly 540,Land,Africa,Somalia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,3,0,3,None Survived
1929,Oct,Unknown,Short Calcutta,Imperial Airways,Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,7,None Survived
1954,Sep,Night,Lockheed 1049C-55-81 S Constellation,KLM Royal Dutch Airlines,Land,Europe,Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,56,0,28,Partial Survived
1979,Aug,Night,de Havilland Canada DHC-6 Twin Otter 300,Bradley Air Services,Watery,North America,Canada,Gulf,"Frobisher Bay,",Unknown,Unknown,Unknown,No,Landing,9,0,9,None Survived
1952,Dec,Unknown,Curtiss C-46D,Rutas Aéreas Nacionales SA,Land,North America,United States,Unknown,Unknown,Florida,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1950,Dec,Unknown,Douglas DC-3,Aerolineas Argentinas,Land,South America,Argentina,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,17,Partial Survived
1970,Jun,Unknown,Fokker F-27 Friendship 100,Philippine Air Lines,Land,Asia,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,44,0,1,Partial Survived
1968,Mar,Afternoon,Brantly 305,Fortaire Aviation - Air Taxi,Land,North America,United States,Unknown,Unknown,Missouri,Unknown,Unknown,No,Unknown,5,0,3,Partial Survived
1979,Jul,Unknown,Hawker Siddeley HS-748-1,Dan Air Services,Land,Europe,England,Unknown,Unknown,Shetlands,Unknown,Unknown,No,Unknown,47,0,17,Partial Survived
1978,Sep,Morning,Boeing B-727-214 / Cessna 172,PacifiSouthwest Airlines / Private,Land,North America,United States,Unknown,Unknown,California,External,Unknown,No,Landing,137,7,137,None Survived
1973,Mar,Unknown,Douglas C-54D,Air Vietnam (South Vietnam),Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Unknown,Unknown,No,Unknown,62,0,62,None Survived
1990,Nov,Unknown,CASA 212 Aviocar 200,SATENA,Land,South America,Colombia,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,16,0,16,None Survived
1998,May,Morning,Yakovlev YAK-40,Military - Lao People's Liberation Army Air Force,Land,Asia,Laos,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,26,0,26,None Survived
1945,Jul,Afternoon,Douglas DC-3-201C /  Army A-26,Eastern Air Lines / Military - U.S. Army Air Corps,Land,North America,United States,Unknown,Unknown,South Carolina,External,Unknown,No,Unknown,10,0,3,Partial Survived
1993,Sep,Evening,Tupolev TU-154B,Transair Georgia Airlines,Land,Europe,Georgia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,132,0,106,Partial Survived
1975,Jul,Night,Bell 206B,Oceanaire Helicopter - Air Taxi,Land,North America,United States,Unknown,Unknown,California,Weather,Fog,No,Unknown,4,0,4,None Survived
1967,Jun,Evening,Lockheed C-130B,Military - U.S. Air Force,Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Unknown,Unknown,No,Takeoff,56,0,35,Partial Survived
1950,Oct,Unknown,Douglas DC-3,Air Atlas,Land,Africa,Morocco,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,4,Partial Survived
2005,Feb,Morning,CASA 212 Aviocar,Indonesian National Police,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,18,0,15,Partial Survived
1926,Sep,Unknown,Sikorsky S-25,Unknown,Land,North America,United States,Unknown,Unknown,New York,Unknown,Unknown,No,Landing,5,0,2,Partial Survived
1979,Jul,Evening,Fokker F-28 Fellowship 1000,Garuda Indonesia Airlines,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Human Error,Unknown,No,Landing,61,0,61,None Survived
1990,Jul,Unknown,Beech King Air B90,Servicio Expresso Nacional,Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,9,0,9,None Survived
2007,Mar,Night,MDonnell Douglas 369FF Rotocraft,Inter-Island,Land,Unknown,Hawaii,Unknown,Unknown,Kauai,Unknown,Unknown,No,Unknown,5,0,1,Partial Survived
1953,Sep,Unknown,Lockheed 749A Constellation,Air France,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,42,0,42,None Survived
1975,Jul,Unknown,Douglas C-47A,Military - Chilian Air Force,Land,South America,Chile,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived
1969,Jul,Unknown,Sud Aviation SE-210 Caravelle 6N,Air Algerie,Land,Africa,Algeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,37,0,33,Partial Survived
